"Total Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"TJK"	5317218.39	6124808.62	6691443.95	6524156.16	5911073.68	5001302.63	4498245.66	4949742.68	5518972.84	3705196.66	885303.46	-1756000.35	74558.71	827414.14	-4506118.55	-10313742.80	-16421094.82	-19778784.32	-21269768.10
"TKM"	4253506.10	3982043.28	3155000.99	1130451.76	-1883062.48	-5528940.57	-9302157.29	-12594107.95	-15632037.34	-21047722.79	-27757463.10	-31484011.33	-32525181.52	-31467258.22	-32219613.36	-33139876.61	-34240790.07	-33702649.41	-31623684.11
"TTO"	160223.61	162359.67	174950.33	198294.18	238665.22	294433.13	357139.80	417310.62	472119.66	510007.45	521076.26	511809.88	493351.70	469817.64	453863.10	429953.78	398396.85	363346.49	329025.86
"TUN"	3608098.39	2551413.89	-149610.14	-5392447.81	-15090129.24	-29992998.53	-47867463.44	-70001796.31	-94624835.85	-1.187761E+8	-1.375957E+8	-1.434381E+8	-1.388438E+8	-1.336068E+8	-1.311832E+8	-1.293041E+8	-1.246590E+8	-1.177586E+8	-1.065049E+8
"TUR"	229988144.68	109355631.04	-1.349442E+8	-5.789198E+8	-1.327321E+9	-2.464317E+9	-4.038650E+9	-5.953177E+9	-7.941073E+9	-9.932463E+9	-1.17036E+10	-1.31865E+10	-1.41143E+10	-1.45509E+10	-1.48709E+10	-1.48769E+10	-1.47552E+10	-1.43823E+10	-1.33391E+10
"TZA"	146747302.62	181564332.46	217869740.59	259819055.67	311516529.94	381756519.01	482008908.29	621366873.63	800487305.21	1.0182329E+9	1.2851137E+9	1.6134520E+9	2.0011547E+9	2.4410328E+9	2.9140748E+9	3.4469708E+9	4.0301794E+9	4.6563699E+9	5.3514309E+9
"UGA"	67873024.39	86994043.74	108029561.62	132889414.71	162937224.11	202436274.68	257817849.50	334431009.59	431497915.13	547254462.74	683688635.98	843692510.52	1.0236267E+9	1.2174964E+9	1.4103148E+9	1.6124767E+9	1.8180193E+9	2.0240091E+9	2.2432388E+9
"UKR"	60903682.63	-20490250.85	-1.267297E+8	-2.637228E+8	-4.395772E+8	-5.876907E+8	-6.920723E+8	-7.586159E+8	-8.191905E+8	-9.077975E+8	-9.107944E+8	-8.074102E+8	-6.499520E+8	-5.610663E+8	-5.224810E+8	-5.002311E+8	-4.745256E+8	-4.307646E+8	-3.735312E+8
"URY"	709971.65	802712.74	903322.68	958133.70	893100.76	633419.97	3209.53	-1012623.97	-2197385.57	-3649776.80	-5275790.73	-6818913.37	-8066446.45	-8925902.35	-9709452.72	-10163144.19	-10283926.52	-10100833.91	-9665499.92
"UZB"	15995400.52	3926203.52	-22311010.20	-81520933.43	-1.820976E+8	-3.126361E+8	-4.666770E+8	-6.243787E+8	-7.798264E+8	-1.012810E+9	-1.295763E+9	-1.499077E+9	-1.517711E+9	-1.513125E+9	-1.550673E+9	-1.575894E+9	-1.599019E+9	-1.560506E+9	-1.469735E+9
"VEN"	78462186.27	100230886.67	127007095.72	155472504.97	177827614.01	182533299.43	154510317.91	72214916.85	-65908972.21	-2.571971E+8	-4.766948E+8	-7.072914E+8	-9.240020E+8	-1.102904E+9	-1.271417E+9	-1.388825E+9	-1.449542E+9	-1.454890E+9	-1.410379E+9
"VNM"	191327261.92	184776552.86	172745192.75	173508992.25	184358253.47	212651965.41	258156096.35	314888382.98	369614520.62	415884774.49	452293658.40	501029240.21	528745351.50	532722492.84	527378948.95	515347442.30	502005349.72	486722829.68	461757140.96
"YEM"	140742827.07	172657692.43	193526999.72	218639327.85	228519981.30	233569264.04	243652541.55	241978010.69	228317982.21	191956367.42	125608332.27	52400484.07	-4843337.55	-46502767.52	-96136254.41	-1.440847E+8	-1.899886E+8	-2.118771E+8	-2.005331E+8
"ZAF"	1.4947952E+9	1.4394018E+9	1.3379515E+9	1.2598003E+9	1.2042766E+9	1.1771366E+9	1.1962483E+9	1.2513790E+9	1.3256625E+9	1.4038196E+9	1.4849252E+9	1.5876651E+9	1.6885051E+9	1.7648080E+9	1.8264290E+9	1.8775420E+9	1.9157839E+9	1.9420438E+9	1.9600388E+9
"ZMB"	29401092.98	37269071.80	46679813.87	58367494.93	73118289.23	93300958.93	122655640.36	165234387.28	223267463.62	298601744.49	396721165.55	525359960.43	691634058.33	901328397.69	1.1507851E+9	1.4577693E+9	1.8283282E+9	2.2703211E+9	2.8057593E+9
"ZWE"	131329981.78	140083383.92	151276447.81	155811125.36	162020775.75	174011145.26	194966825.63	224131337.87	256200943.97	288552135.82	322715666.71	360586263.42	400079581.19	436632211.33	466773120.85	491738210.23	512965442.98	531288550.73	546999683.59

"Total Health Damages due to Climate Change (percentage of GDP by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.16	0.68	1.04	1.22	1.15	0.80	0.09	-1.05	-2.63	-4.62	-6.94	-9.48	-12.14	-14.80	-17.36	-19.72	-21.83	-23.64	-25.12
"CAN"	0.01	0.13	0.29	0.51	0.80	1.20	1.73	2.39	3.16	4.00	4.89	5.85	6.81	7.71	8.50	9.18	9.73	10.16	10.46
"ARG"	0.01	0.01	0.02	0.02	0.02	0.01	0.01	-0.01	-0.02	-0.04	-0.06	-0.08	-0.10	-0.12	-0.14	-0.15	-0.17	-0.18	-0.19
"ARM"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03	-0.02	-0.02	-0.02
"AUS"	0.00	0.02	0.03	0.04	0.04	0.04	0.03	0.00	-0.04	-0.09	-0.15	-0.21	-0.27	-0.33	-0.39	-0.45	-0.50	-0.54	-0.58
"AUT"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.09	-0.10	-0.11	-0.12	-0.13	-0.14	-0.15
"AZE"	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.06	-0.07	-0.07	-0.07	-0.07	-0.08	-0.08	-0.08	-0.08	-0.08
"BDI"	0.13	0.12	0.10	0.07	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.04	0.04	0.05	0.06
"BEL"	0.01	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.05	-0.06	-0.07	-0.09	-0.10	-0.11	-0.13	-0.14	-0.16	-0.17	-0.18	-0.19
"BEN"	0.05	0.04	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02
"BFA"	0.37	0.29	0.21	0.14	0.08	0.05	0.04	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.05	0.06	0.07	0.08	0.09
"BGD"	0.30	0.23	0.17	0.12	0.08	0.05	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.05	0.05	0.05
"BGR"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.05	-0.06	-0.07	-0.07	-0.08	-0.09	-0.10	-0.10	-0.11	-0.11	-0.11
"BHR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
"BHS"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BIH"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.07	-0.07	-0.08	-0.08	-0.08
"BLR"	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.05	-0.04	-0.04	-0.05	-0.05	-0.05	-0.05	-0.05
"BLZ"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BOL"	0.04	0.04	0.04	0.04	0.03	0.03	0.03	0.03	0.02	0.02	0.01	0.01	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.02
"BRA"	0.13	0.14	0.13	0.13	0.11	0.08	0.03	-0.04	-0.13	-0.22	-0.32	-0.41	-0.50	-0.57	-0.63	-0.68	-0.72	-0.74	-0.76
"BRB"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BRN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BTN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BWA"	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CHE"	0.01	0.01	0.00	0.00	-0.01	-0.02	-0.02	-0.04	-0.05	-0.06	-0.08	-0.10	-0.11	-0.13	-0.15	-0.16	-0.17	-0.19	-0.20
"CHL"	0.00	0.01	0.01	0.01	0.00	0.00	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.05	-0.06	-0.07	-0.07	-0.07	-0.08
"CHN"	0.07	1.59	2.86	3.79	4.24	4.13	3.47	2.20	0.42	-1.45	-3.60	-6.16	-8.84	-11.25	-13.16	-14.84	-16.40	-17.76	-18.82
"CIV"	0.32	0.29	0.23	0.17	0.11	0.08	0.06	0.05	0.04	0.04	0.04	0.05	0.06	0.07	0.08	0.09	0.10	0.12	0.14
"CMR"	0.19	0.15	0.11	0.08	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.05	0.05	0.06	0.07
"COL"	0.03	0.03	0.03	0.03	0.03	0.02	0.01	0.00	-0.02	-0.04	-0.07	-0.09	-0.12	-0.15	-0.17	-0.19	-0.20	-0.22	-0.22
"COM"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CRI"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CYP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02
"CZE"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.04	-0.07	-0.10	-0.13	-0.16	-0.19	-0.21	-0.24	-0.27	-0.30	-0.32	-0.35	-0.36
"DEU"	0.05	0.03	0.00	-0.05	-0.12	-0.20	-0.28	-0.36	-0.44	-0.52	-0.59	-0.66	-0.71	-0.76	-0.80	-0.84	-0.88	-0.91	-0.92
"DJI"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"DNK"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09	-0.10	-0.10
"DOM"	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"ECU"	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.06	-0.06	-0.07	-0.08	-0.09	-0.09
"EGY"	0.10	0.07	0.05	0.02	0.00	-0.01	-0.03	-0.04	-0.06	-0.09	-0.11	-0.13	-0.14	-0.17	-0.20	-0.22	-0.25	-0.27	-0.28
"ESP"	0.01	0.00	-0.01	-0.03	-0.06	-0.11	-0.18	-0.25	-0.32	-0.37	-0.42	-0.45	-0.49	-0.53	-0.57	-0.60	-0.63	-0.65	-0.67
"EST"	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
"ETH"	0.72	0.61	0.45	0.30	0.19	0.12	0.08	0.07	0.06	0.06	0.06	0.06	0.06	0.07	0.07	0.07	0.08	0.08	0.08
"FIN"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.06	-0.07	-0.07	-0.08	-0.08	-0.09
"FJI"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FRA"	0.04	0.03	0.01	-0.02	-0.06	-0.12	-0.19	-0.26	-0.34	-0.43	-0.52	-0.62	-0.71	-0.81	-0.90	-0.98	-1.06	-1.13	-1.19
"GAB"	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01
"GBR"	0.04	0.03	0.02	-0.01	-0.05	-0.11	-0.18	-0.25	-0.33	-0.42	-0.52	-0.61	-0.69	-0.79	-0.88	-0.96	-1.03	-1.10	-1.15
"GEO"	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03
"GHA"	0.07	0.06	0.04	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.03
"GIN"	0.08	0.06	0.05	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.05	0.06	0.07	0.08	0.09	0.10
"GMB"	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"GNB"	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"GNQ"	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GRC"	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.05	-0.07	-0.08	-0.09	-0.10	-0.10	-0.11	-0.12	-0.13	-0.14	-0.14	-0.15
"GTM"	0.07	0.06	0.06	0.04	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.05	0.05	0.06	0.06	0.07	0.07
"HND"	0.03	0.03	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02
"HRV"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08	-0.08	-0.09	-0.09	-0.09
"HUN"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.05	-0.07	-0.10	-0.12	-0.14	-0.16	-0.18	-0.20	-0.22	-0.23	-0.24	-0.25
"IDN"	0.72	0.55	0.39	0.27	0.20	0.16	0.15	0.17	0.18	0.21	0.23	0.26	0.30	0.33	0.37	0.40	0.44	0.47	0.51
"IND"	9.59	6.43	4.15	2.69	1.83	1.37	1.22	1.25	1.38	1.56	1.77	2.02	2.30	2.62	2.91	3.20	3.51	3.83	4.21
"IRL"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08	-0.09	-0.09	-0.10
"IRN"	0.02	0.01	-0.01	-0.03	-0.05	-0.09	-0.13	-0.19	-0.28	-0.38	-0.45	-0.48	-0.50	-0.53	-0.57	-0.60	-0.62	-0.64	-0.65
"IRQ"	0.05	0.04	0.03	0.02	0.01	0.00	-0.02	-0.03	-0.04	-0.06	-0.08	-0.11	-0.14	-0.17	-0.20	-0.24	-0.28	-0.33	-0.37
"ISL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01
"ISR"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.04	-0.05	-0.06	-0.07	-0.07	-0.08	-0.09	-0.09
"ITA"	0.01	-0.01	-0.03	-0.06	-0.10	-0.16	-0.24	-0.31	-0.38	-0.45	-0.51	-0.56	-0.61	-0.67	-0.72	-0.77	-0.81	-0.85	-0.88
"JAM"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"JOR"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.04	-0.05	-0.05	-0.06	-0.07	-0.07	-0.08
"JPN"	0.05	0.12	0.17	0.20	0.20	0.18	0.12	0.05	-0.05	-0.16	-0.27	-0.39	-0.51	-0.62	-0.73	-0.82	-0.89	-0.96	-1.00
"KAZ"	0.01	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.04	-0.05	-0.07	-0.07	-0.07	-0.07	-0.09	-0.10	-0.11	-0.12	-0.13	-0.13
"KEN"	0.26	0.22	0.16	0.10	0.06	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.05	0.06	0.06	0.07	0.08	0.08	0.09
"KGZ"	0.01	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04	-0.04	-0.05	-0.05	-0.05
"KHM"	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.03
"KOR"	0.00	0.02	0.04	0.04	0.05	0.04	0.03	0.01	-0.01	-0.04	-0.08	-0.11	-0.14	-0.18	-0.21	-0.24	-0.26	-0.28	-0.30
"KWT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04
"LAO"	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03
"LBN"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03
"LBR"	0.07	0.07	0.05	0.04	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02
"LKA"	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.03
"LSO"	0.03	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"LTU"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02
"LUX"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
"LVA"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
"MAR"	0.02	0.02	0.01	0.00	-0.01	-0.02	-0.02	-0.03	-0.04	-0.05	-0.05	-0.06	-0.06	-0.06	-0.08	-0.09	-0.09	-0.10	-0.10
"MDA"	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02
"MDG"	0.18	0.16	0.13	0.09	0.06	0.04	0.03	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.05	0.05	0.06	0.07	0.08
"MDV"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"MEX"	0.08	0.07	0.06	0.05	0.04	0.04	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.10	0.12	0.13	0.14	0.14	0.15
"MKD"	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04	-0.04	-0.04	-0.04	-0.04	-0.04
"MLI"	0.14	0.11	0.08	0.05	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.04	0.04	0.05	0.06	0.07	0.08	0.09
"MLT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01
"MNE"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01	-0.01
"MNG"	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.05	-0.05	-0.06	-0.07	-0.07	-0.08
"MOZ"	0.21	0.16	0.11	0.07	0.04	0.03	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.04	0.05	0.05	0.06	0.06	0.06
"MRT"	0.03	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"MUS"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"MWI"	0.19	0.15	0.11	0.07	0.04	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.05	0.05	0.06	0.07
"MYS"	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.03
"NAM"	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"NER"	0.46	0.43	0.36	0.27	0.19	0.13	0.11	0.09	0.09	0.09	0.10	0.12	0.14	0.17	0.21	0.25	0.30	0.35	0.43
"NGA"	1.37	1.23	0.97	0.68	0.44	0.30	0.23	0.20	0.21	0.23	0.26	0.31	0.38	0.45	0.53	0.61	0.70	0.80	0.91
"NLD"	0.01	0.00	0.00	-0.01	-0.02	-0.04	-0.05	-0.07	-0.09	-0.10	-0.12	-0.14	-0.16	-0.18	-0.19	-0.21	-0.22	-0.23	-0.24
"NOR"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.09	-0.10	-0.10	-0.11
"NPL"	0.15	0.11	0.08	0.05	0.04	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.03	0.04
"NZL"	0.00	0.00	0.01	0.01	0.01	0.01	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07	-0.08	-0.08	-0.09
"OMN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.03	-0.02	-0.02
"PAK"	1.18	1.12	0.97	0.72	0.50	0.34	0.27	0.24	0.24	0.25	0.27	0.30	0.33	0.37	0.40	0.43	0.45	0.47	0.49
"PAN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01
"PER"	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.00	-0.01	-0.03	-0.05	-0.07	-0.08	-0.10	-0.12	-0.13	-0.14	-0.15	-0.15
"PHL"	0.11	0.09	0.07	0.06	0.05	0.04	0.04	0.04	0.05	0.06	0.07	0.08	0.10	0.11	0.12	0.13	0.14	0.15	0.16
"POL"	0.00	0.01	0.01	-0.01	-0.04	-0.08	-0.14	-0.22	-0.32	-0.41	-0.50	-0.57	-0.62	-0.68	-0.73	-0.77	-0.82	-0.85	-0.87
"PRT"	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.05	-0.07	-0.08	-0.09	-0.10	-0.10	-0.11	-0.12	-0.12	-0.12	-0.12	-0.13
"PRY"	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	-0.01	-0.01	-0.01	-0.02	-0.02	-0.03	-0.03	-0.03	-0.04
"QAT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-0.01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.01	-0.01	-0.01	-0.01
"ROU"	0.00	0.01	0.01	0.00	-0.01	-0.04	-0.07	-0.11	-0.16	-0.21	-0.25	-0.28	-0.31	-0.33	-0.36	-0.38	-0.39	-0.41	-0.42
"RUS"	0.09	0.01	-0.07	-0.17	-0.27	-0.33	-0.40	-0.48	-0.57	-0.68	-0.71	-0.67	-0.64	-0.64	-0.67	-0.71	-0.73	-0.73	-0.73
"RWA"	0.06	0.05	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"SAU"	0.01	0.00	0.00	-0.01	-0.01	-0.02	-0.04	-0.07	-0.09	-0.12	-0.15	-0.17	-0.19	-0.21	-0.23	-0.25	-0.25	-0.25	-0.25
"SDN"	0.25	0.17	0.13	0.10	0.08	0.07	0.07	0.07	0.08	0.09	0.10	0.11	0.13	0.14	0.16	0.18	0.20	0.23	0.26
"SEN"	0.13	0.12	0.09	0.06	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.05	0.05
"SGP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SLE"	0.04	0.03	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01
"SLV"	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SRB"	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.05	-0.06	-0.08	-0.10	-0.11	-0.12	-0.13	-0.13	-0.13	-0.14	-0.14	-0.14
"STP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SUR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SVK"	0.00	0.00	0.00	0.00	0.00	-0.01	-0.02	-0.03	-0.04	-0.06	-0.07	-0.08	-0.09	-0.10	-0.11	-0.11	-0.12	-0.12	-0.13
