"GDP by Region (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"GAB"	2.453692E+10	3.375284E+10	4.753116E+10	5.859994E+10	7.254931E+10	8.872044E+10	1.139893E+11	1.507847E+11	1.981484E+11	2.512274E+11	3.072392E+11	3.601351E+11	4.006296E+11	4.268674E+11	4.433453E+11	4.438169E+11	4.379656E+11	4.246610E+11	4.020788E+11
"GBR"	1.950000E+12	2.116148E+12	2.338752E+12	2.552293E+12	2.818529E+12	3.128142E+12	3.421455E+12	3.658539E+12	3.827537E+12	4.015764E+12	4.277208E+12	4.495034E+12	4.645092E+12	4.701236E+12	4.771059E+12	4.801888E+12	4.831504E+12	4.869244E+12	4.879528E+12
"GEO"	2.562177E+10	3.014077E+10	3.554428E+10	4.214551E+10	4.621427E+10	4.893794E+10	4.930472E+10	4.687217E+10	4.274091E+10	4.035850E+10	3.994029E+10	4.029556E+10	3.822618E+10	3.500186E+10	3.298741E+10	3.124710E+10	3.034638E+10	2.915276E+10	2.736310E+10
"GHA"	6.894029E+10	9.485063E+10	1.386874E+11	2.134703E+11	3.402431E+11	5.264332E+11	7.587233E+11	1.017040E+12	1.268825E+12	1.491313E+12	1.669830E+12	1.771916E+12	1.782652E+12	1.745293E+12	1.678231E+12	1.587398E+12	1.474892E+12	1.351868E+12	1.216847E+12
"GIN"	1.097410E+10	1.635875E+10	2.396655E+10	3.379747E+10	4.599272E+10	5.921303E+10	7.103995E+10	7.989430E+10	8.719055E+10	9.411172E+10	9.960089E+10	1.023152E+11	1.026206E+11	1.013627E+11	1.004252E+11	9.768275E+10	9.404200E+10	8.981586E+10	8.453319E+10
"GMB"	3.2009321E+9	4.6762224E+9	7.2618470E+9	1.187056E+10	2.007511E+10	3.289402E+10	5.008799E+10	7.077146E+10	9.283965E+10	1.144620E+11	1.341121E+11	1.485391E+11	1.556203E+11	1.582938E+11	1.577635E+11	1.543005E+11	1.478801E+11	1.394816E+11	1.288789E+11
"GNB"	1.9239606E+9	2.4262496E+9	3.2710188E+9	4.6567597E+9	6.8941371E+9	0.999024E+10	1.370489E+10	1.784065E+10	2.200458E+10	2.593772E+10	2.942911E+10	3.187289E+10	3.291455E+10	3.322734E+10	3.304105E+10	3.238016E+10	3.120350E+10	2.968237E+10	2.773330E+10
"GNQ"	1.451013E+10	2.492371E+10	4.001106E+10	5.375350E+10	7.027747E+10	8.921393E+10	1.177149E+11	1.590241E+11	2.127564E+11	2.737526E+11	3.387203E+11	4.004994E+11	4.482020E+11	4.793100E+11	4.987107E+11	4.993456E+11	4.921110E+11	4.758852E+11	4.487767E+11
"GRC"	2.760000E+11	2.921819E+11	3.139660E+11	3.336223E+11	3.590837E+11	3.891754E+11	4.160827E+11	4.347164E+11	4.438817E+11	4.541402E+11	4.715284E+11	4.832849E+11	4.877731E+11	4.833934E+11	4.817789E+11	4.774433E+11	4.738039E+11	4.714115E+11	4.667829E+11
"GTM"	5.774905E+10	7.462481E+10	0.999894E+11	1.501897E+11	2.270715E+11	3.331448E+11	4.518401E+11	5.729036E+11	6.789699E+11	7.716348E+11	8.301802E+11	8.718178E+11	8.823918E+11	8.739918E+11	8.826025E+11	8.708782E+11	8.460271E+11	8.108815E+11	7.615920E+11
"HND"	2.238932E+10	2.710684E+10	3.434360E+10	4.910636E+10	7.104613E+10	1.002071E+11	1.311169E+11	1.607321E+11	1.843760E+11	2.029763E+11	2.116831E+11	2.156130E+11	2.117980E+11	2.036555E+11	1.997541E+11	1.916240E+11	1.811922E+11	1.692409E+11	1.551139E+11
"HRV"	7.163105E+10	7.718047E+10	8.856407E+10	1.003758E+11	1.130187E+11	1.241816E+11	1.295681E+11	1.287877E+11	1.245541E+11	1.214179E+11	1.189010E+11	1.123862E+11	1.042476E+11	9.555834E+10	8.799527E+10	8.128370E+10	7.440460E+10	6.863704E+10	6.176811E+10
"HUN"	1.690000E+11	1.817402E+11	2.001917E+11	2.149726E+11	2.304254E+11	2.417295E+11	2.422230E+11	2.355321E+11	2.306184E+11	2.294416E+11	2.325627E+11	2.400531E+11	2.383106E+11	2.308044E+11	2.230858E+11	2.155163E+11	2.116731E+11	2.106480E+11	2.093472E+11
"IDN"	1.040000E+12	1.375580E+12	1.879893E+12	2.618783E+12	3.460824E+12	4.378733E+12	4.989515E+12	5.209775E+12	5.273104E+12	5.245650E+12	5.150096E+12	4.921020E+12	4.567703E+12	4.262159E+12	3.986276E+12	3.735371E+12	3.497909E+12	3.258172E+12	2.999342E+12
"IND"	4.500000E+12	6.424938E+12	9.279692E+12	1.321009E+13	1.820579E+13	2.383184E+13	2.839989E+13	3.115282E+13	3.216423E+13	3.232523E+13	3.175841E+13	3.021896E+13	2.813045E+13	2.545210E+13	2.338740E+13	2.134478E+13	1.927489E+13	1.740158E+13	1.549036E+13
"IRL"	1.820000E+11	1.993664E+11	2.221130E+11	2.439432E+11	2.710617E+11	3.031766E+11	3.345876E+11	3.609676E+11	3.806194E+11	4.018162E+11	4.298876E+11	4.532337E+11	4.695859E+11	4.766164E+11	4.855222E+11	4.909623E+11	4.963794E+11	5.022441E+11	5.050133E+11
"IRN"	9.950000E+11	1.210146E+12	1.618987E+12	1.998755E+12	2.588741E+12	3.244876E+12	3.729135E+12	4.164914E+12	4.428263E+12	4.675696E+12	4.955908E+12	5.175759E+12	5.152225E+12	5.001585E+12	4.876453E+12	4.717787E+12	4.579832E+12	4.366518E+12	4.037916E+12
"IRQ"	1.470000E+11	1.995200E+11	2.930206E+11	3.956839E+11	5.551737E+11	7.499114E+11	9.232448E+11	1.098249E+12	1.238892E+12	1.384649E+12	1.551718E+12	1.712500E+12	1.799641E+12	1.840803E+12	1.884988E+12	1.906731E+12	1.924913E+12	1.899406E+12	1.811431E+12
"ISL"	1.049963E+10	1.170991E+10	1.315192E+10	1.434693E+10	1.594862E+10	1.760557E+10	1.898208E+10	2.030559E+10	2.166081E+10	2.293563E+10	2.410727E+10	2.529586E+10	2.623910E+10	2.668278E+10	2.705774E+10	2.680944E+10	2.669411E+10	2.637310E+10	2.632323E+10
"ISR"	1.710000E+11	2.231791E+11	2.660273E+11	3.248233E+11	3.957634E+11	4.552650E+11	5.041398E+11	5.348952E+11	5.546505E+11	5.824901E+11	6.236819E+11	6.478208E+11	6.552652E+11	6.552365E+11	6.672261E+11	6.732731E+11	6.784492E+11	6.784759E+11	6.612822E+11
"ITA"	1.740000E+12	1.861050E+12	2.018992E+12	2.158368E+12	2.336491E+12	2.544617E+12	2.731330E+12	2.864073E+12	2.935866E+12	3.015548E+12	3.142800E+12	3.232951E+12	3.275372E+12	3.258824E+12	3.261219E+12	3.243964E+12	3.230137E+12	3.224530E+12	3.203879E+12
"JAM"	1.196122E+10	1.447918E+10	1.711816E+10	2.030894E+10	2.407847E+10	2.771842E+10	3.036172E+10	3.188155E+10	3.227780E+10	3.212728E+10	3.153874E+10	3.057550E+10	2.905187E+10	2.705060E+10	2.555444E+10	2.383765E+10	2.198561E+10	2.008549E+10	1.819606E+10
"JOR"	3.621257E+10	4.625884E+10	6.107123E+10	7.637427E+10	1.006632E+11	1.287146E+11	1.511728E+11	1.727761E+11	1.879967E+11	2.032772E+11	2.207568E+11	2.364119E+11	2.415611E+11	2.409330E+11	2.412670E+11	2.391144E+11	2.368193E+11	2.293696E+11	2.148828E+11
"JPN"	3.940000E+12	4.116060E+12	4.256187E+12	4.496079E+12	4.748450E+12	4.903774E+12	4.916259E+12	4.975740E+12	4.948897E+12	4.964513E+12	4.930734E+12	4.810072E+12	4.621510E+12	4.399536E+12	4.185911E+12	4.018236E+12	3.873990E+12	3.725409E+12	3.571349E+12
"KAZ"	2.150000E+11	2.828508E+11	3.703613E+11	4.834468E+11	5.780307E+11	6.605721E+11	7.124059E+11	7.192849E+11	6.904779E+11	6.801097E+11	6.984385E+11	7.288098E+11	7.136647E+11	6.731157E+11	6.516331E+11	6.318788E+11	6.258894E+11	6.116967E+11	5.835385E+11
"KEN"	6.899352E+10	9.779756E+10	1.471036E+11	2.327734E+11	3.816717E+11	6.079086E+11	9.024968E+11	1.247261E+12	1.605984E+12	1.949248E+12	2.254532E+12	2.470616E+12	2.565769E+12	2.591318E+12	2.568632E+12	2.502217E+12	2.391637E+12	2.252158E+12	2.079440E+12
"KGZ"	1.307602E+10	1.681499E+10	2.191205E+10	2.858870E+10	3.421897E+10	3.920352E+10	4.250831E+10	4.328848E+10	4.196734E+10	4.170272E+10	4.314236E+10	4.529936E+10	4.462616E+10	4.235397E+10	4.125425E+10	4.023727E+10	4.007449E+10	3.937837E+10	3.777562E+10
"KHM"	3.281990E+10	4.526506E+10	6.659953E+10	8.939545E+10	1.183449E+11	1.488303E+11	1.745007E+11	1.929219E+11	1.991154E+11	2.005739E+11	1.988360E+11	2.021292E+11	1.938636E+11	1.800470E+11	1.676886E+11	1.557902E+11	1.455298E+11	1.363301E+11	1.241000E+11
"KOR"	1.320000E+12	1.593644E+12	1.917170E+12	2.220236E+12	2.451317E+12	2.608971E+12	2.672080E+12	2.695035E+12	2.668407E+12	2.667101E+12	2.560487E+12	2.512883E+12	2.514911E+12	2.412890E+12	2.351751E+12	2.277359E+12	2.173812E+12	2.059091E+12	1.971397E+12
"KWT"	1.930000E+11	2.711424E+11	3.333745E+11	4.189712E+11	5.231514E+11	6.144735E+11	6.936121E+11	7.498296E+11	7.921080E+11	8.461284E+11	9.184272E+11	9.632380E+11	9.812286E+11	9.872025E+11	1.011392E+12	1.026163E+12	1.038863E+12	1.042337E+12	1.017991E+12
"LAO"	1.580723E+10	2.142097E+10	3.113350E+10	4.141501E+10	5.464579E+10	6.865093E+10	8.050027E+10	8.913968E+10	9.230677E+10	9.345147E+10	9.318616E+10	9.529993E+10	9.188689E+10	8.577304E+10	8.028272E+10	7.501409E+10	7.042497E+10	6.628248E+10	6.056567E+10
"LBN"	6.742802E+10	8.542065E+10	1.069762E+11	1.295125E+11	1.650511E+11	2.032254E+11	2.292072E+11	2.517514E+11	2.638627E+11	2.754875E+11	2.892529E+11	2.993806E+11	2.952407E+11	2.838133E+11	2.737267E+11	2.614988E+11	2.504965E+11	2.358903E+11	2.161447E+11
"LBR"	2.4633491E+9	3.3109180E+9	4.7884362E+9	7.3768348E+9	1.188575E+10	1.872234E+10	2.759549E+10	3.793611E+10	4.862894E+10	5.881320E+10	6.782402E+10	7.412923E+10	7.677831E+10	7.730983E+10	7.638876E+10	7.417389E+10	7.067553E+10	6.635947E+10	6.110525E+10
"LKA"	1.200000E+11	1.566160E+11	2.048834E+11	2.604083E+11	3.216737E+11	3.784764E+11	4.176387E+11	4.347341E+11	4.414826E+11	4.455755E+11	4.429582E+11	4.295294E+11	4.089962E+11	3.858287E+11	3.671846E+11	3.447190E+11	3.217191E+11	2.990086E+11	2.748904E+11
"LSO"	4.9481074E+9	6.8022945E+9	9.8220201E+9	1.479528E+10	2.291615E+10	3.433637E+10	4.805611E+10	6.301651E+10	7.751481E+10	9.030945E+10	1.005744E+11	1.064423E+11	1.071595E+11	1.053590E+11	1.020523E+11	9.748577E+10	9.167664E+10	8.522064E+10	7.791804E+10
"LTU"	5.056118E+10	5.434472E+10	6.277286E+10	6.992102E+10	7.780800E+10	8.300433E+10	8.367173E+10	8.085670E+10	7.696763E+10	7.314933E+10	7.267423E+10	6.972561E+10	6.483812E+10	5.858833E+10	5.465532E+10	5.137485E+10	4.801278E+10	4.492719E+10	4.138511E+10
"LUX"	3.087746E+10	3.503623E+10	4.026399E+10	4.553366E+10	5.193549E+10	5.928279E+10	6.629265E+10	7.198912E+10	7.599907E+10	8.023822E+10	8.584919E+10	9.049953E+10	9.365400E+10	9.477052E+10	9.603691E+10	9.642351E+10	9.670465E+10	9.710097E+10	9.697859E+10
"LVA"	3.296023E+10	3.434757E+10	3.850898E+10	4.166386E+10	4.527499E+10	4.731416E+10	4.695762E+10	4.485298E+10	4.231345E+10	3.993284E+10	3.946842E+10	3.774912E+10	3.507076E+10	3.171353E+10	2.962336E+10	2.788020E+10	2.608080E+10	2.442315E+10	2.251963E+10
"MAR"	1.420000E+11	1.892584E+11	2.707145E+11	3.695531E+11	4.914443E+11	6.207077E+11	7.245540E+11	7.971124E+11	8.336779E+11	8.612418E+11	8.816090E+11	8.858371E+11	8.520894E+11	8.010323E+11	7.588751E+11	7.265847E+11	6.917845E+11	6.614291E+11	6.149454E+11
"MDA"	1.269875E+10	1.405386E+10	1.562106E+10	1.799992E+10	2.062224E+10	2.260369E+10	2.264062E+10	2.136713E+10	1.973302E+10	1.900986E+10	1.873852E+10	1.799176E+10	1.645356E+10	1.446807E+10	1.315594E+10	1.219093E+10	1.150013E+10	1.081137E+10	9.8471417E+9
"MDG"	1.972425E+10	2.665545E+10	3.884335E+10	6.026837E+10	9.765517E+10	1.545830E+11	2.293120E+11	3.181593E+11	4.127011E+11	5.057720E+11	5.912441E+11	6.553097E+11	6.887373E+11	7.043374E+11	7.071266E+11	6.978060E+11	6.758342E+11	6.450279E+11	6.037465E+11
"MDV"	4.8063086E+9	6.7669754E+9	9.4161615E+9	1.261884E+10	1.629305E+10	1.991436E+10	2.274198E+10	2.442923E+10	2.552459E+10	2.639236E+10	2.675882E+10	2.633970E+10	2.533649E+10	2.402408E+10	2.286616E+10	2.138829E+10	1.984858E+10	1.833743E+10	1.675025E+10
"MEX"	1.390000E+12	1.700713E+12	2.043059E+12	2.481394E+12	3.038497E+12	3.653102E+12	4.142289E+12	4.565325E+12	4.928857E+12	5.141153E+12	5.239462E+12	5.286433E+12	5.189516E+12	5.079853E+12	4.954801E+12	4.763107E+12	4.514135E+12	4.256015E+12	3.896723E+12
"MKD"	1.780586E+10	1.926905E+10	2.218877E+10	2.524621E+10	2.850622E+10	3.136825E+10	3.275558E+10	3.256996E+10	3.148582E+10	3.063366E+10	2.987922E+10	2.806687E+10	2.582385E+10	2.344583E+10	2.136680E+10	1.953203E+10	1.770723E+10	1.619665E+10	1.446899E+10
"MLI"	1.933214E+10	2.952052E+10	4.747611E+10	7.999435E+10	1.391326E+11	2.342248E+11	3.658939E+11	5.293886E+11	7.100610E+11	8.942466E+11	1.069261E+12	1.207923E+12	1.289776E+12	1.335739E+12	1.354397E+12	1.347003E+12	1.312033E+12	1.257085E+12	1.179192E+12
"MLT"	9.2642158E+9	9.9136464E+9	1.086378E+10	1.159875E+10	1.235418E+10	1.287020E+10	1.279748E+10	1.234465E+10	1.199379E+10	1.185344E+10	1.195391E+10	1.228877E+10	1.214130E+10	1.167496E+10	1.117472E+10	1.067387E+10	1.036240E+10	1.020031E+10	1.003735E+10
"MNE"	8.2386328E+9	9.4581919E+9	1.137354E+10	1.339820E+10	1.556909E+10	1.754674E+10	1.868209E+10	1.887253E+10	1.849404E+10	1.823029E+10	1.802068E+10	1.716111E+10	1.600945E+10	1.473643E+10	1.360925E+10	1.259365E+10	1.154009E+10	1.065397E+10	9.5962498E+9
"MNG"	1.553410E+10	2.211657E+10	3.314858E+10	4.481188E+10	5.926184E+10	7.406834E+10	8.620997E+10	9.466563E+10	9.705800E+10	9.709359E+10	9.559014E+10	9.668956E+10	9.256676E+10	8.617189E+10	8.071685E+10	7.564918E+10	7.133945E+10	6.750672E+10	6.207691E+10
"MOZ"	2.172069E+10	3.189505E+10	4.921515E+10	7.966153E+10	1.333144E+11	2.161451E+11	3.259620E+11	4.575578E+11	5.990797E+11	7.405701E+11	8.727839E+11	9.743823E+11	1.030790E+12	1.060618E+12	1.071017E+12	1.062691E+12	1.034348E+12	9.914788E+11	9.315064E+11
"MRT"	9.6874678E+9	1.369437E+10	2.051720E+10	3.229459E+10	5.255298E+10	8.290256E+10	1.218164E+11	1.666940E+11	2.126777E+11	2.561320E+11	2.943309E+11	3.208867E+11	3.320402E+11	3.345953E+11	3.312426E+11	3.225182E+11	3.083407E+11	2.906933E+11	2.689511E+11
"MUS"	1.710587E+10	2.138524E+10	2.742314E+10	3.083703E+10	3.491068E+10	3.902756E+10	4.581038E+10	5.534312E+10	6.650369E+10	7.734823E+10	8.715394E+10	9.457069E+10	9.786798E+10	9.750052E+10	9.519063E+10	9.005674E+10	8.447210E+10	7.830787E+10	7.129005E+10
"MWI"	1.572237E+10	2.326368E+10	3.631520E+10	5.944242E+10	1.004904E+11	1.644515E+11	2.501440E+11	3.537074E+11	4.656599E+11	5.777795E+11	6.828258E+11	7.644079E+11	8.110270E+11	8.368883E+11	8.476015E+11	8.437976E+11	8.242468E+11	7.931467E+11	7.482963E+11
"MYS"	4.220000E+11	5.352635E+11	6.911278E+11	8.790964E+11	1.095319E+12	1.304019E+12	1.457224E+12	1.536816E+12	1.582361E+12	1.618671E+12	1.628739E+12	1.593799E+12	1.525202E+12	1.440314E+12	1.368033E+12	1.280116E+12	1.189899E+12	1.100890E+12	1.006461E+12
"NAM"	1.384344E+10	1.917970E+10	2.695826E+10	3.301475E+10	4.037436E+10	4.849933E+10	6.094443E+10	7.867079E+10	1.008065E+11	1.246133E+11	1.485772E+11	1.697227E+11	1.839706E+11	1.910794E+11	1.936330E+11	1.893367E+11	1.827367E+11	1.735306E+11	1.611146E+11
"NER"	1.142171E+10	1.641411E+10	2.547658E+10	4.218499E+10	7.307320E+10	1.237942E+11	1.965358E+11	2.915178E+11	4.034000E+11	5.260726E+11	6.526335E+11	7.651997E+11	8.480291E+11	9.115527E+11	9.589802E+11	9.889296E+11	9.979866E+11	9.896721E+11	9.596751E+11
"NGA"	4.100000E+11	5.590112E+11	8.205587E+11	1.282390E+12	2.097038E+12	3.358599E+12	5.047566E+12	7.094386E+12	9.310871E+12	1.153565E+13	1.362674E+13	1.525512E+13	1.618340E+13	1.669091E+13	1.688283E+13	1.677061E+13	1.633257E+13	1.565841E+13	1.470579E+13
"NLD"	6.480000E+11	6.965916E+11	7.612962E+11	8.210440E+11	8.953943E+11	9.800622E+11	1.054371E+12	1.106115E+12	1.134360E+12	1.167984E+12	1.223223E+12	1.266826E+12	1.292676E+12	1.293771E+12	1.299842E+12	1.296266E+12	1.293570E+12	1.294616E+12	1.290364E+12
"NOR"	3.020000E+11	3.603991E+11	4.288684E+11	4.894857E+11	5.655241E+11	6.458060E+11	7.177688E+11	7.898305E+11	8.662828E+11	9.415445E+11	1.014220E+12	1.089117E+12	1.154850E+12	1.199326E+12	1.240509E+12	1.251906E+12	1.267336E+12	1.270768E+12	1.284998E+12
"NPL"	4.199852E+10	5.546875E+10	7.497473E+10	1.025969E+11	1.413382E+11	1.893554E+11	2.374638E+11	2.778673E+11	3.071361E+11	3.253852E+11	3.350799E+11	3.326035E+11	3.225950E+11	3.114169E+11	2.958803E+11	2.778362E+11	2.590683E+11	2.431931E+11	2.232510E+11
"NZL"	1.120000E+11	1.355015E+11	1.630321E+11	1.899817E+11	2.201807E+11	2.544702E+11	2.873988E+11	3.200120E+11	3.417575E+11	3.625923E+11	3.930166E+11	4.187862E+11	4.344445E+11	4.388381E+11	4.387874E+11	4.318973E+11	4.253281E+11	4.209784E+11	4.130854E+11
"OMN"	8.692457E+10	1.349301E+11	1.855653E+11	2.374443E+11	2.937285E+11	3.401021E+11	3.643587E+11	3.698247E+11	3.659069E+11	3.577681E+11	3.623815E+11	3.514599E+11	3.262535E+11	2.900724E+11	2.631869E+11	2.401184E+11	2.195123E+11	2.032255E+11	1.867578E+11
"PAK"	4.910000E+11	5.842383E+11	7.299759E+11	9.947298E+11	1.401282E+12	1.975791E+12	2.623179E+12	3.246718E+12	3.735844E+12	4.117961E+12	4.344668E+12	4.468758E+12	4.466642E+12	4.275984E+12	4.052924E+12	3.809877E+12	3.546934E+12	3.312218E+12	3.039197E+12
"PAN"	4.382275E+10	6.048199E+10	7.954396E+10	1.032044E+11	1.324560E+11	1.639819E+11	1.920934E+11	2.147094E+11	2.306174E+11	2.425360E+11	2.506666E+11	2.548816E+11	2.530991E+11	2.455524E+11	2.411100E+11	2.332775E+11	2.223826E+11	2.089062E+11	1.932804E+11
"PER"	2.410000E+11	3.077320E+11	3.824934E+11	4.753897E+11	5.896691E+11	7.100060E+11	8.132730E+11	8.929358E+11	9.453415E+11	9.826487E+11	1.005556E+12	1.013426E+12	9.981192E+11	9.610071E+11	9.369805E+11	9.003327E+11	8.528565E+11	7.968569E+11	7.347146E+11
"PHL"	3.960000E+11	5.139808E+11	6.890640E+11	9.429949E+11	1.306934E+12	1.770048E+12	2.250065E+12	2.674388E+12	3.005309E+12	3.235246E+12	3.381695E+12	3.403708E+12	3.344859E+12	3.271477E+12	3.150959E+12	3.000916E+12	2.837466E+12	2.697386E+12	2.502396E+12
"POL"	6.700000E+11	7.782045E+11	9.135429E+11	1.034124E+12	1.155159E+12	1.249186E+12	1.277947E+12	1.258543E+12	1.240664E+12	1.238793E+12	1.257150E+12	1.295569E+12	1.279937E+12	1.230265E+12	1.179363E+12	1.131406E+12	1.105694E+12	1.096479E+12	1.086786E+12
"PRT"	2.300000E+11	2.430396E+11	2.609065E+11	2.764427E+11	2.966768E+11	3.203092E+11	3.405349E+11	3.531647E+11	3.575938E+11	3.626198E+11	3.730120E+11	3.783954E+11	3.774055E+11	3.689098E+11	3.622587E+11	3.535901E+11	3.456785E+11	3.389624E+11	3.309951E+11
"PRY"	3.003887E+10	3.694588E+10	4.459420E+10	5.429992E+10	6.644673E+10	7.938669E+10	9.068522E+10	9.972268E+10	1.060924E+11	1.110743E+11	1.146578E+11	1.166890E+11	1.161135E+11	1.129831E+11	1.113506E+11	1.081778E+11	1.036029E+11	9.781672E+10	9.104285E+10
"QAT"	2.030000E+11	3.321114E+11	4.308488E+11	5.486841E+11	6.826504E+11	7.897562E+11	8.694757E+11	9.095876E+11	9.229623E+11	9.395846E+11	9.645401E+11	9.497368E+11	9.014128E+11	8.400174E+11	7.962595E+11	7.519573E+11	7.162665E+11	6.833411E+11	6.384355E+11
"ROU"	2.760000E+11	3.016756E+11	3.523608E+11	3.952138E+11	4.417257E+11	4.725508E+11	4.766656E+11	4.592348E+11	4.341315E+11	4.084436E+11	4.008647E+11	3.796830E+11	3.486059E+11	3.110237E+11	2.864715E+11	2.659504E+11	2.457013E+11	2.276048E+11	2.078628E+11
"RUS"	2.450000E+12	2.840642E+12	3.256332E+12	3.717383E+12	4.272001E+12	4.600213E+12	4.508747E+12	4.202522E+12	3.838950E+12	3.684541E+12	3.781834E+12	3.752760E+12	3.493207E+12	3.155734E+12	2.957495E+12	2.853725E+12	2.814143E+12	2.753102E+12	2.547508E+12
"RWA"	1.308095E+10	1.889561E+10	2.884694E+10	4.617222E+10	7.619479E+10	1.215523E+11	1.801847E+11	2.481294E+11	3.177580E+11	3.830938E+11	4.395303E+11	4.772731E+11	4.908141E+11	4.906426E+11	4.812701E+11	4.638794E+11	4.387064E+11	4.088597E+11	3.737501E+11
"SAU"	7.010000E+11	1.012244E+12	1.292789E+12	1.644125E+12	2.044920E+12	2.373147E+12	2.632851E+12	2.787861E+12	2.875509E+12	2.989829E+12	3.151336E+12	3.204983E+12	3.163423E+12	3.082616E+12	3.058729E+12	3.007953E+12	2.955418E+12	2.882860E+12	2.741575E+12
"SDN"	9.939306E+10	1.495093E+11	2.208106E+11	3.127500E+11	4.265718E+11	5.497872E+11	6.593833E+11	7.408517E+11	8.077767E+11	8.714520E+11	9.224980E+11	9.483048E+11	9.523485E+11	9.425038E+11	9.361059E+11	9.134399E+11	8.828088E+11	8.469552E+11	8.011139E+11
"SEN"	2.294755E+10	3.215167E+10	4.799465E+10	7.553033E+10	1.232719E+11	1.956999E+11	2.904532E+11	4.025908E+11	5.209862E+11	6.367595E+11	7.427417E+11	8.219343E+11	8.632554E+11	8.829147E+11	8.869665E+11	8.759865E+11	8.491881E+11	8.114056E+11	7.606188E+11
"SGP"	2.740000E+11	3.544951E+11	4.623152E+11	5.842728E+11	7.224468E+11	8.522672E+11	9.422514E+11	9.824148E+11	1.000160E+12	1.011465E+12	1.006467E+12	9.747350E+11	9.239810E+11	8.644844E+11	8.131932E+11	7.526949E+11	6.909991E+11	6.300703E+11	5.667494E+11
"SLE"	6.3184819E+9	1.001375E+10	1.596782E+10	2.599166E+10	4.298208E+10	6.806245E+10	9.948367E+10	1.346377E+11	1.694058E+11	2.009928E+11	2.275369E+11	2.444464E+11	2.493689E+11	2.479126E+11	2.423301E+11	2.332150E+11	2.206220E+11	2.060127E+11	1.889772E+11
"SLV"	2.4294622E+9	2.7664136E+9	3.0887774E+9	3.4805444E+9	3.9542982E+9	4.3945664E+9	4.6872275E+9	4.8360854E+9	4.8494101E+9	4.8100030E+9	4.7236443E+9	4.5894214E+9	4.3736732E+9	4.0871220E+9	3.8782393E+9	3.6356371E+9	3.3713657E+9	3.0967862E+9	2.8206840E+9
"SRB"	6.932074E+10	7.173617E+10	7.926469E+10	8.672209E+10	9.440095E+10	1.003437E+11	1.013493E+11	9.764773E+10	9.165263E+10	8.679125E+10	8.251189E+10	7.560296E+10	6.792679E+10	6.031985E+10	5.387496E+10	4.837308E+10	4.316881E+10	3.896460E+10	3.444499E+10
"STP"	468054382.30	641337771.74	935787013.25	1.4414638E+9	2.3117272E+9	3.6171296E+9	5.2864834E+9	7.1911553E+9	9.1056741E+9	1.087438E+10	1.238703E+10	1.337796E+10	1.369635E+10	1.364151E+10	1.334465E+10	1.284161E+10	1.213639E+10	1.131068E+10	1.034550E+10
"SUR"	3.2141509E+9	4.2919485E+9	5.4571401E+9	6.8472373E+9	8.5035663E+9	1.018309E+10	1.153149E+10	1.245888E+10	1.294211E+10	1.325199E+10	1.336721E+10	1.329282E+10	1.293039E+10	1.230407E+10	1.186328E+10	1.128506E+10	1.059300E+10	9.8133420E+9	8.9749369E+9
"SVK"	1.070000E+11	1.194614E+11	1.360996E+11	1.504918E+11	1.650797E+11	1.761642E+11	1.785445E+11	1.746687E+11	1.712889E+11	1.701570E+11	1.718141E+11	1.763083E+11	1.737272E+11	1.668047E+11	1.598274E+11	1.532351E+11	1.495648E+11	1.480536E+11	1.464516E+11
"SVN"	4.623552E+10	5.190985E+10	5.937775E+10	6.589101E+10	7.266368E+10	7.818098E+10	8.006551E+10	7.918088E+10	7.845352E+10	7.872124E+10	8.040680E+10	8.368646E+10	8.381440E+10	8.182671E+10	7.960459E+10	7.733164E+10	7.634156E+10	7.635653E+10	7.624781E+10
"SWE"	3.200000E+11	3.522883E+11	3.949531E+11	4.373918E+11	4.894522E+11	5.499859E+11	6.093254E+11	6.607029E+11	7.017231E+11	7.474837E+11	8.080399E+11	8.615999E+11	9.029307E+11	9.262933E+11	9.521742E+11	9.698966E+11	9.866563E+11	1.004659E+12	1.017018E+12
"SWZ"	6.1821870E+9	7.5001463E+9	9.3048217E+9	1.142811E+10	1.386320E+10	1.623903E+10	1.803803E+10	1.906303E+10	1.976316E+10	2.041353E+10	2.078870E+10	2.063553E+10	2.007114E+10	1.928534E+10	1.863548E+10	1.772453E+10	1.672924E+10	1.570292E+10	1.455763E+10
"SYR"	1.050000E+11	1.202126E+11	1.651133E+11	2.047063E+11	2.684824E+11	3.419321E+11	3.997829E+11	4.544077E+11	4.919644E+11	5.295172E+11	5.725912E+11	6.103149E+11	6.197918E+11	6.130136E+11	6.075332E+11	5.954029E+11	5.830803E+11	5.588432E+11	5.185137E+11
"TGO"	6.9038149E+9	9.2607870E+9	1.262590E+10	1.691741E+10	2.223257E+10	2.801502E+10	3.324477E+10	3.729229E+10	4.083792E+10	4.440835E+10	4.750117E+10	4.945605E+10	5.040646E+10	5.070141E+10	5.122531E+10	5.085257E+10	4.999323E+10	4.878053E+10	4.691345E+10
