"GDP by Region (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"THA"	268.09	301.71	344.40	385.63	421.98	440.24	429.65	394.50	351.81	309.59	266.94	223.32	182.48	147.00	118.91	94.54	74.46	58.26	44.97
"TJK"	2.43	2.89	3.42	4.05	4.39	4.60	4.57	4.30	3.86	3.56	3.42	3.34	3.05	2.67	2.40	2.15	1.96	1.76	1.54
"TKM"	51.81	60.27	70.04	81.53	87.19	89.35	86.40	78.51	67.92	60.32	55.70	52.15	45.62	38.31	32.95	28.34	24.86	21.57	18.25
"TTO"	47.96	58.57	67.69	76.44	84.92	90.82	91.70	87.88	80.51	71.97	63.08	54.32	45.64	37.56	31.31	25.65	20.71	16.48	12.91
"TUN"	18.75	22.67	29.68	37.04	44.99	51.76	54.92	54.82	51.85	48.21	44.15	39.44	33.53	27.72	23.00	19.21	15.89	13.14	10.53
"TUR"	269.28	318.82	367.73	415.12	461.41	496.25	510.82	501.44	470.10	436.25	397.77	355.54	309.65	264.60	227.12	192.41	163.07	137.10	109.90
"TZA"	6.55	8.65	11.54	15.03	19.08	23.06	26.03	27.53	28.19	28.39	27.92	26.61	24.65	22.32	20.16	17.84	15.54	13.36	11.25
"UGA"	3.28	4.41	5.97	7.90	10.15	12.37	14.06	14.95	15.37	15.53	15.30	14.59	13.51	12.21	11.01	9.71	8.43	7.22	6.05
"UKR"	245.70	249.51	252.50	264.10	274.74	273.50	249.07	214.87	181.88	159.08	142.17	123.93	102.89	82.14	67.74	56.74	48.19	40.78	33.35
"URY"	9.08	10.41	11.59	12.91	14.34	15.45	15.81	15.48	14.59	13.48	12.23	10.91	9.48	8.04	6.88	5.78	4.78	3.88	3.10
"UZB"	107.25	149.33	199.94	260.45	304.67	333.93	339.62	320.21	284.35	257.12	240.64	227.78	201.04	169.95	146.83	126.66	111.35	96.80	82.03
"VEN"	157.57	190.20	222.12	258.25	298.37	333.17	352.37	355.65	344.62	326.36	302.90	275.62	243.90	209.91	182.03	154.78	129.08	105.60	84.77
"VNM"	109.84	141.82	193.01	237.03	285.46	324.36	341.22	337.11	309.58	275.85	240.85	214.71	179.71	145.14	117.20	94.23	75.96	61.26	47.86
"YEM"	22.11	24.67	30.74	35.54	43.37	51.17	55.26	57.90	57.58	56.55	55.45	53.39	48.70	43.06	37.98	32.83	28.21	23.69	19.17
"ZAF"	477.73	577.96	710.65	840.29	957.20	1055.98	1098.70	1083.74	1023.47	945.58	866.47	760.99	646.58	543.55	454.05	375.09	308.52	251.53	201.84
"ZMB"	1.95	2.59	3.49	4.62	5.95	7.31	8.40	9.05	9.45	9.72	9.77	9.52	9.03	8.38	7.76	7.05	6.31	5.57	4.83
"ZWE"	8.09	12.97	19.22	26.09	33.33	39.67	43.58	44.61	44.05	42.65	40.23	36.70	32.54	28.18	24.37	20.66	17.28	14.28	11.58

"GDP per capita by country (2005 US dollars)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	41633.69	45690.73	51818.24	56236.96	60617.49	64384.49	67102.22	68891.87	69724.88	71888.34	74731.36	77916.53	79248.81	80584.58	82656.51	83324.79	84190.81	84718.33	84146.76
"CAN"	33991.44	38568.42	43802.07	46888.85	50872.04	56808.40	62487.62	67474.94	71174.20	75177.26	81164.38	87696.25	93160.29	95498.22	97502.63	97185.18	95700.80	95520.03	95546.45
"ARG"	13622.55	16087.63	18611.79	21714.23	25498.15	29293.48	32261.38	34319.24	35468.28	36234.20	36666.85	36749.82	36172.95	34955.86	34332.38	33323.06	31958.42	30282.38	28348.96
"ARM"	5610.00	7055.22	8889.61	11231.45	13095.90	14652.96	15501.79	15412.38	14662.81	14404.91	14809.87	15487.57	15199.73	14385.57	13996.26	13646.54	13589.37	13343.06	12784.86
"AUS"	35796.40	42017.16	49016.66	55428.16	62506.37	70504.61	77878.91	84955.10	89051.25	93064.78	99664.96	105163.12	108228.97	108686.18	108323.88	106602.75	105255.96	104704.06	103505.55
"AUT"	35111.01	37031.86	39808.65	42350.63	45739.78	49816.70	53574.44	56384.24	58128.93	60252.03	63532.94	66176.47	67811.24	68100.92	68663.61	68767.96	68949.68	69359.26	69520.66
"AZE"	8922.03	11096.55	13892.73	17555.08	20510.52	22946.72	24210.38	23937.94	22576.91	21927.29	22268.89	23021.04	22358.61	20921.75	20095.39	19342.90	19029.68	18495.54	17571.00
"BDI"	681.51	792.82	997.40	1344.79	1905.67	2652.04	3482.21	4316.47	5054.50	5650.49	6078.13	6243.19	6123.24	5885.26	5592.57	5258.38	4880.97	4488.95	4069.77
"BEL"	31897.52	33683.22	36317.18	38750.74	41950.34	45757.89	49258.94	51889.59	53539.51	55511.59	58528.77	60946.32	62421.59	62643.83	63103.96	63134.97	63234.44	63536.10	63602.75
"BEN"	1482.95	1770.93	2282.45	3138.12	4521.26	6393.59	8519.87	10684.64	12607.01	14149.75	15255.85	15701.69	15427.98	14847.19	14114.95	13268.55	12308.32	11309.03	10239.27
"BFA"	1285.01	1646.81	2236.66	3198.17	4742.31	6843.79	9244.72	11696.80	13882.26	15642.84	16912.60	17440.90	17162.89	16537.85	15742.00	14816.57	13762.86	12664.37	11485.53
"BGD"	1674.11	2034.50	2554.68	3280.66	4285.26	5497.67	6654.66	7573.26	8195.70	8543.38	8694.93	8565.59	8280.43	8002.41	7644.31	7242.73	6830.23	6487.93	6021.87
"BGR"	12533.18	14035.01	16808.43	19400.84	22383.08	24752.15	25804.28	25687.99	25121.17	24505.06	24997.03	24631.74	23485.88	21674.93	20542.91	19523.92	18390.43	17323.27	16062.86
"BHR"	29533.56	38475.35	44867.19	53588.28	63701.75	71172.92	76363.41	78577.61	79305.04	81440.93	85587.03	87508.41	87409.66	86603.98	87605.90	87892.95	88076.04	87605.53	85036.22
"BHS"	20792.35	25490.76	30467.89	36442.10	43642.89	50945.49	56788.42	60873.93	63128.67	64512.70	65163.80	65088.77	63778.81	61303.80	59842.31	57720.02	54986.45	51729.99	48071.18
"BIH"	7518.92	7985.32	9078.87	10266.90	11609.95	12897.90	13685.27	13882.44	13722.74	13678.86	13706.88	13269.88	12613.47	11844.10	11156.73	10518.92	9802.18	9179.13	8364.56
"BLR"	14750.71	18489.58	22734.62	28632.01	35780.82	42627.01	46095.22	46618.32	45947.34	46655.31	48391.26	48801.19	46718.55	42795.90	40288.91	38428.71	37135.89	35656.03	33112.19
"BLZ"	6794.99	8627.42	11028.30	15601.94	22136.29	30406.83	38574.38	45771.09	50888.41	54473.98	55469.05	55418.61	53645.95	51073.75	49818.99	47705.58	45169.91	42360.27	39069.96
"BOL"	3540.76	3943.21	4346.51	4879.79	5561.11	6246.11	6761.85	7094.03	7243.73	7316.96	7325.47	7267.21	7083.34	6779.86	6595.60	6344.79	6032.65	5667.47	5259.87
"BRA"	9118.38	10314.54	12208.78	13930.76	15929.54	18242.69	20102.31	21290.82	21850.29	22262.86	22496.33	21934.58	21262.07	20871.24	20222.10	19477.38	18383.35	17258.37	16145.77
"BRB"	20576.46	29345.77	38297.14	48451.53	60261.04	72232.81	82071.60	89238.15	93556.17	96396.05	97961.85	98289.73	96635.09	93126.85	91098.64	88011.68	83965.67	79111.03	73625.05
"BRN"	46790.50	53638.45	63334.71	74324.85	86404.27	97200.07	103978.62	106200.76	106906.63	107738.35	107483.31	104918.23	100755.72	95981.84	92338.42	87736.34	82979.80	78245.98	73017.41
"BTN"	6562.06	7676.54	9267.42	11092.32	13116.81	14956.80	16152.03	16593.55	16760.42	16928.75	16925.08	16564.18	15956.30	15249.58	14711.59	14004.64	13256.76	12501.03	11661.27
"BWA"	14842.97	19673.17	26049.75	29897.44	34210.65	38601.39	45792.58	56117.20	68676.59	81603.66	94127.63	104701.22	111166.31	113656.45	113840.23	110408.48	105997.12	100396.66	93214.13
"CHE"	43675.18	46918.79	50924.61	53872.42	58304.50	62999.74	66769.65	70404.31	74234.51	77929.98	81436.68	85156.43	88201.52	89704.95	91084.62	90484.52	90387.30	89677.99	89975.83
"CHL"	14460.00	18099.64	21870.67	26362.19	31746.42	37207.81	41612.64	44758.65	46600.34	47830.08	48521.05	48654.84	47839.65	46126.88	45166.61	43698.71	41756.55	39390.88	36677.53
"CHN"	7942.22	11471.59	16147.52	20690.63	24292.58	25913.30	25596.73	24693.89	22866.46	20816.83	19603.54	18388.45	17196.78	15810.70	15111.82	14115.67	13362.76	12574.80	11561.97
"CIV"	1821.63	2087.16	2583.90	3416.48	4746.03	6497.36	8431.56	10363.57	12050.35	13383.90	14320.93	14653.32	14330.61	13739.32	13022.76	12211.24	11304.81	10371.77	9380.80
"CMR"	2145.94	2630.22	3458.01	4829.15	7039.10	10033.90	13433.59	16882.40	19927.64	22348.67	24058.43	24709.15	24213.84	23229.45	22010.06	20617.42	19056.37	17445.64	15738.13
"COL"	8095.63	9537.48	11032.04	12887.75	15165.60	17469.98	19295.34	20576.32	21303.50	21782.98	22046.39	22084.78	21716.99	20960.36	20557.22	19926.03	19084.25	18056.78	16876.23
"COM"	1333.95	1568.68	1991.76	2694.76	3814.57	5300.76	6963.83	8648.66	10143.06	11339.94	12193.72	12527.57	12298.93	11837.30	11262.65	10598.92	9845.44	9060.68	8218.82
"CRI"	8862.89	10868.92	12969.76	15509.14	18578.19	21696.16	24202.97	25980.11	27000.91	27659.30	28006.08	28039.82	27538.88	26531.44	25959.73	25095.40	23954.71	22567.13	20981.35
"CYP"	17936.44	19511.68	21822.36	23887.34	26172.02	28166.70	28992.35	28945.36	29083.10	29694.00	30937.75	32883.39	33623.26	33486.35	33197.61	32809.73	32902.75	33388.95	33857.25
"CZE"	21698.55	23900.68	27018.03	29822.80	32900.52	35508.02	36494.52	36248.92	36140.44	36622.71	37890.41	39997.85	40607.50	40116.50	39425.83	38639.08	38462.37	38799.98	39129.65
"DEU"	33727.87	36322.93	39768.83	43012.08	47125.70	51941.11	56421.44	59913.89	62287.68	65051.90	69033.56	72261.75	74325.90	74873.07	75699.77	75969.09	76272.24	76768.44	76949.00
"DJI"	3271.98	3957.85	5139.20	7092.16	10221.07	14404.22	19094.58	23848.26	28103.37	31590.18	34176.57	35325.42	34873.08	33737.85	32256.05	30494.27	28443.77	26275.04	23914.22
"DNK"	35309.21	37173.97	39899.44	42372.17	45673.60	49655.76	53329.03	56063.49	57720.24	59708.78	62817.95	65309.64	66841.76	67084.18	67617.07	67711.14	67895.90	68304.51	68464.33
"DOM"	8767.02	10309.64	11904.50	13886.79	16320.49	18780.67	20729.08	22106.12	22903.82	23447.03	23765.97	23849.39	23497.77	22727.91	22343.55	21709.40	20842.18	19767.57	18518.20
"ECU"	6609.49	7636.07	8691.74	10021.55	11668.06	13327.17	14621.11	15508.53	15985.32	16284.09	16428.91	16413.23	16102.32	15508.32	15180.16	14689.75	14049.69	13277.74	12397.86
"EGY"	6314.38	7415.03	9634.61	12180.55	15266.84	18409.64	20719.10	22151.69	22674.95	23062.27	23367.42	23346.03	22408.25	21066.97	19985.41	19180.53	18327.61	17616.29	16496.65
"ESP"	27932.94	29479.81	31807.50	34003.42	36880.99	40266.84	43360.94	45713.64	47281.57	49242.65	52224.70	54713.40	56355.74	56823.42	57449.83	57614.95	57807.28	58178.26	58337.99
"EST"	18381.00	20165.54	22668.83	24879.23	27296.83	29313.97	30005.64	29716.67	29566.72	29892.20	30841.07	32456.91	32851.66	32363.93	31720.63	30998.35	30761.38	30934.32	31093.69
"ETH"	951.20	1154.84	1506.73	2090.09	3030.00	4300.98	5745.23	7222.21	8546.50	9627.86	10425.66	10782.28	10652.25	10314.76	9872.38	9345.65	8731.55	8080.68	7368.80
"FIN"	32602.46	34751.40	37720.92	40487.71	44080.25	48348.18	52305.43	55304.52	57203.22	59411.88	62732.00	65422.01	67141.00	67549.75	68247.37	68479.75	68786.67	69311.31	69568.95
"FJI"	4477.37	5372.85	6697.76	8563.11	11149.21	14266.07	17229.42	19558.64	21096.27	21881.04	22122.00	21617.48	20696.27	19776.72	18657.08	17441.11	16220.07	15191.91	13905.04
"FRA"	30839.37	32493.49	34936.49	37200.11	40192.97	43767.06	47060.88	49543.61	51106.51	52990.81	55889.56	58231.63	59699.30	59995.27	60542.62	60695.63	60923.87	61347.52	61539.68
"GAB"	15766.98	19274.13	24317.19	27070.03	30452.59	34022.20	40139.89	49067.93	60011.90	71326.59	82305.17	91563.43	97218.65	99432.66	99685.22	96818.17	93131.61	88421.29	82318.06
"GBR"	31417.99	33145.67	35651.81	37975.10	41067.93	44776.47	48188.71	50741.34	52338.23	54272.48	57262.37	59703.91	61255.89	61600.44	62191.83	62360.49	62593.58	63023.53	63226.56
"GEO"	5838.16	7002.09	8459.23	10330.37	11690.71	12751.10	13190.19	12851.28	11996.13	11568.89	11688.82	12020.84	11608.56	10815.54	10364.01	9962.88	9796.30	9517.86	9043.75
"GHA"	2841.39	3515.03	4662.35	6566.55	9648.38	13848.56	18635.16	23496.21	27782.70	31174.49	33538.41	34388.43	33615.87	32142.30	30335.99	28293.53	26029.35	23708.34	21269.69
"GIN"	1009.02	1324.83	1720.92	2167.91	2655.14	3100.90	3399.40	3520.08	3563.76	3594.88	3582.41	3489.49	3341.57	3172.49	3040.10	2877.11	2709.44	2543.58	2363.40
"GMB"	1904.59	2373.62	3161.15	4462.59	6568.31	9445.15	12736.53	16095.25	19079.80	21469.88	23171.46	23844.21	23400.41	22473.19	21313.58	19983.54	18489.18	16943.37	15300.19
"GNB"	1212.61	1357.12	1632.30	2085.64	2788.17	3669.20	4597.99	5502.11	6279.44	6891.96	7324.20	7471.26	7306.38	7021.41	6681.71	6296.90	5863.11	5412.74	4927.98
"GNQ"	20842.88	31179.11	44005.34	52556.37	61712.51	70962.28	85427.35	105994.51	131063.79	157067.86	182350.21	203799.70	217148.45	222666.95	223645.11	217519.78	209473.74	199079.01	185520.91
"GRC"	24842.48	26261.58	28339.17	30232.67	32716.75	35648.76	38321.37	40326.12	41610.31	43197.85	45639.75	47628.21	48873.26	49104.84	49489.17	49502.63	49562.88	49789.05	49842.43
"GTM"	4026.69	4590.86	5469.46	7364.27	10062.44	13446.67	16733.43	19600.42	21605.05	22987.54	23307.81	23221.97	22440.69	21345.05	20816.73	19940.10	18896.73	17744.73	16391.71
"HND"	2937.77	3217.84	3718.76	4893.27	6571.65	8675.21	10705.21	12463.57	13673.62	14487.29	14630.19	14516.20	13968.94	13230.73	12846.74	12252.58	11558.62	10801.51	9926.27
"HRV"	16512.36	18137.18	21174.19	24470.14	28148.15	31666.24	33910.59	34670.90	34541.24	34703.50	35029.52	34122.30	32608.82	30766.08	29111.47	27571.14	25819.19	24320.50	22314.36
"HUN"	16875.31	18336.48	20429.32	22225.73	24191.03	25809.33	26292.03	25950.77	25754.64	25995.74	26800.49	28204.70	28557.68	28156.49	27632.62	27051.50	26905.04	27121.20	27324.75
"IDN"	4321.15	5379.48	6977.73	9286.09	11792.27	14433.05	16026.26	16420.12	16407.84	16187.59	15815.58	15078.72	13990.27	13068.30	12257.40	11543.95	10888.80	10234.71	9512.77
"IND"	3732.50	5010.13	6857.06	9311.11	12331.39	15623.66	18140.99	19508.59	19853.84	19765.32	19323.42	18372.98	17151.39	15608.25	14459.24	13327.09	12167.09	11113.47	10014.24
"IRL"	40738.11	42177.37	44749.57	47211.39	50695.66	54938.00	58822.98	61707.28	63502.14	65782.07	69407.38	72412.49	74348.17	74789.15	75476.68	75612.94	75828.28	76322.50	76564.58
"IRN"	13362.46	15226.51	19239.62	22696.52	28342.97	34443.50	38535.43	42091.25	44019.22	46031.14	48648.52	50979.24	51185.24	50301.45	49721.56	48714.82	47767.62	45911.14	42808.79
"IRQ"	4747.70	5578.37	7199.64	8622.10	10892.89	13366.28	15073.66	16551.91	17366.95	18181.64	19212.78	20117.98	20180.67	19809.58	19568.82	19188.89	18863.47	18199.19	17037.76
"ISL"	33013.36	34775.56	37129.04	38774.12	41580.72	44610.48	47037.98	49476.71	52175.73	54805.80	57315.29	59976.91	62155.14	63247.61	64270.32	63899.40	63906.91	63465.21	63713.81
"ISR"	23044.68	28180.86	31270.75	35808.82	41088.26	44625.64	46781.92	47206.19	46832.35	47323.14	48957.08	49287.66	48455.18	47230.75	47033.36	46572.86	46210.63	45637.11	44053.09
"ITA"	28756.06	30438.05	32890.11	35189.98	38170.57	41687.01	44914.64	47352.92	48918.95	50822.17	53723.88	56089.16	57567.06	57838.22	58277.80	58288.39	58360.58	58625.68	58681.36
"JAM"	4363.04	5146.73	5949.30	6941.38	8162.64	9404.09	10391.86	11090.21	11494.01	11758.79	11900.18	11910.03	11690.88	11257.20	11011.53	10641.85	10153.33	9555.30	8866.84
"JOR"	5610.39	6015.64	7552.02	8736.91	10760.17	12933.35	14359.28	15627.70	16332.72	17101.12	18112.68	19021.21	19137.34	18856.21	18709.38	18430.32	18207.12	17657.84	16626.15
"JPN"	30937.68	32456.43	33945.84	36477.42	39365.49	41676.57	42930.27	44682.10	45683.79	47089.62	48101.58	48349.81	47909.15	46977.03	45867.77	45028.91	44285.46	43360.84	42279.21
"KAZ"	13504.07	16866.02	21139.98	26686.74	31122.52	34771.97	36644.43	36218.68	34206.37	33336.57	34001.95	35281.59	34354.11	32231.35	31077.03	30068.12	29774.54	29138.75	27869.34
"KEN"	1686.50	2091.99	2780.49	3919.67	5756.21	8252.19	11093.50	13979.77	16527.11	18551.69	19974.82	20508.69	20084.96	19250.45	18218.54	17044.45	15734.46	14386.41	12962.20
"KGZ"	2451.35	2946.11	3555.79	4360.31	4980.16	5486.72	5721.98	5607.67	5261.79	5106.50	5195.31	5383.06	5235.98	4907.46	4727.70	4571.50	4525.26	4427.36	4233.01
"KHM"	2284.72	2887.34	3929.91	4933.60	6181.95	7403.04	8300.47	8824.92	8822.51	8667.63	8429.66	8450.61	8031.13	7426.08	6915.10	6454.56	6067.30	5729.16	5261.31
"KOR"	53876.41	63352.14	74405.83	84401.69	91745.61	96728.05	98651.68	99397.71	98554.15	98857.45	95409.68	94234.35	94968.06	91799.56	90228.71	88208.44	85076.92	81471.19	78856.47
"KWT"	64514.40	75666.27	83035.80	94530.74	108250.32	117625.93	123629.79	125243.06	124901.92	127079.60	132547.87	134624.95	133595.55	131463.37	132124.20	131942.40	131989.27	131411.34	127888.32
"LAO"	2471.54	3051.57	4069.33	5018.03	6205.33	7367.15	8222.23	8726.78	8725.40	8585.98	8372.49	8422.58	8034.95	7463.15	6985.94	6553.42	6193.98	5880.57	5430.42
"LBN"	15532.50	16902.85	21933.86	25680.25	31912.56	38659.06	43215.39	47298.81	49639.24	52158.63	55427.40	58420.06	59039.00	58503.52	58423.91	57899.28	57446.69	55816.59	52532.65
"LBR"	622.37	735.20	941.52	1290.56	1858.55	2631.54	3510.38	4399.76	5177.97	5785.04	6198.20	6331.74	6168.20	5878.63	5531.13	5144.30	4720.83	4290.36	3841.99
"LKA"	5780.69	7246.77	9171.83	11382.03	13822.84	16064.63	17578.12	18222.97	18523.48	18784.59	18816.70	18413.39	17703.59	16864.06	16202.57	15358.95	14481.19	13607.41	12650.69
"LSO"	2463.07	3208.45	4413.16	6363.23	9472.55	13662.96	18399.96	23211.14	27508.83	31049.27	33718.97	34989.78	34690.47	33715.18	32385.23	30760.26	28830.06	26763.59	24482.91
"LTU"	16477.72	18121.13	21349.24	24260.91	27623.33	30223.92	31261.27	30934.38	30102.86	29250.54	29762.64	29302.25	27970.36	25883.28	24622.95	23500.99	22243.40	21070.91	19663.19
"LUX"	60796.17	64492.44	69839.10	74911.10	81553.65	89556.85	97195.46	103305.30	107583.71	112439.87	119393.02	125159.26	129022.56	130288.45	132006.42	132767.21	133611.86	134820.32	135451.77
"LVA"	15766.53	16908.65	19516.25	21788.28	24396.19	26304.91	26842.23	26245.07	25275.63	24336.28	24556.35	23986.17	22719.73	20867.85	19714.92	18703.75	17612.64	16610.59	15438.15
"MAR"	4487.66	5573.77	7533.15	9796.60	12539.96	15364.89	17499.49	18871.57	19440.23	19870.05	20218.33	20273.70	19514.41	18380.41	17452.77	16753.24	16004.57	15377.16	14392.92
"MDA"	3554.06	4089.19	4700.56	5614.37	6725.66	7745.30	8164.35	8124.76	7945.49	8008.80	8274.00	8327.98	7974.72	7325.59	6929.74	6642.02	6445.36	6209.57	5784.94
"MDG"	935.71	1099.86	1397.34	1898.73	2712.63	3814.93	5063.27	6326.60	7436.38	8314.13	8928.66	9150.46	8948.55	8566.21	8098.79	7570.26	6982.55	6379.11	5742.95
"MDV"	14757.13	18903.17	24295.76	30496.13	37380.28	43744.16	48058.24	49888.66	50690.09	51380.20	51478.97	50427.22	48567.29	46380.51	44711.46	42548.09	40253.30	37912.08	35303.07
"MEX"	11791.01	13580.11	15483.01	17955.74	21150.23	24645.50	27284.09	29561.02	31574.63	32768.07	33402.85	33871.00	33545.79	33226.45	32874.19	32134.74	31029.95	29843.80	27874.61
"MKD"	8470.04	9135.50	10531.72	12055.93	13779.58	15440.00	16490.54	16827.59	16741.38	16809.14	16972.16	16552.72	15845.94	14979.84	14201.06	13469.99	12624.23	11891.70	10904.10
"MLI"	1382.25	1815.69	2490.90	3584.13	5344.24	7752.27	10502.65	13285.43	15720.28	17618.25	18912.83	19338.79	18842.07	17948.93	16877.55	15687.38	14389.47	13072.81	11704.07
"MLT"	21811.60	22988.75	24932.82	26496.64	28283.90	29703.85	29889.42	29227.17	28796.47	28884.63	29604.21	30988.43	31247.70	30743.89	30162.08	29545.08	29405.22	29648.17	29860.81
"MNE"	13286.45	15216.96	18358.78	21789.87	25617.30	29346.54	31902.21	33016.10	33216.24	33639.70	34191.14	33518.85	32224.75	30577.95	29093.09	27700.81	26071.59	24672.18	22730.02
"MNG"	5726.36	7566.27	10644.09	13705.49	17493.59	21234.91	24031.03	25719.79	25860.42	25556.97	25000.40	25181.01	23994.51	22213.43	20697.00	19316.17	18162.56	17158.16	15768.61
"MOZ"	906.26	1175.99	1610.81	2311.81	3429.23	4943.80	6671.15	8432.35	9996.48	11253.16	12161.20	12543.51	12350.80	11910.69	11347.77	10690.84	9940.55	9157.65	8315.67
"MRT"	2683.94	3356.28	4483.01	6335.93	9317.37	13366.12	17976.97	22674.96	26848.25	30194.79	32585.08	33538.95	32934.38	31663.16	30067.45	28229.17	26152.71	23996.06	21694.70
"MUS"	13899.77	17059.32	21574.44	24029.82	27105.74	30402.02	36031.13	44168.91	54025.39	64076.99	73726.31	81783.58	86625.23	88450.45	88566.40	85907.17	82506.71	78154.22	72537.55
"MWI"	1047.20	1344.05	1825.35	2609.88	3871.04	5590.72	7553.88	9546.47	11301.63	12690.92	13665.00	14026.57	13728.45	13146.71	12429.78	11615.77	10710.82	9782.73	8804.95
"MYS"	14924.40	17463.06	21033.70	25148.47	29727.33	33896.54	36567.44	37437.71	37574.55	37640.59	37296.03	36165.76	34508.30	32653.62	31178.07	29377.71	27524.76	25695.17	23737.40
"NAM"	6353.21	8017.03	10332.40	11667.49	13271.45	14972.80	17818.46	21924.78	26928.13	32086.30	37095.53	41351.68	44005.38	45119.60	45349.49	44153.02	42574.02	40509.41	37790.43
"NER"	718.63	851.87	1087.72	1481.35	2117.28	2976.64	3949.97	4937.82	5811.82	6511.28	7011.35	7210.20	7080.00	6809.71	6472.34	6084.40	5646.83	5193.32	4709.35
"NGA"	2567.19	3045.99	3904.47	5346.09	7678.07	10829.81	14392.01	17988.67	21144.01	23625.16	25341.00	25930.55	25314.23	24186.21	22824.23	21297.46	19614.37	17895.16	16092.40
"NLD"	39000.34	41354.98	44694.66	47789.58	51851.04	56706.91	61246.55	64753.61	67047.48	69721.83	73675.33	76826.37	78766.55	79132.79	79825.51	79980.15	80217.29	80687.36	80831.21
"NOR"	61742.90	70077.80	79322.03	86993.52	96871.27	107082.88	115591.35	123738.49	132143.98	140171.29	147726.54	155538.22	161982.03	165467.87	168658.63	168135.96	168566.72	167811.46	168888.18
"NPL"	1564.42	1950.33	2499.09	3257.77	4302.11	5564.17	6774.37	7746.88	8419.52	8811.33	9000.76	8898.98	8635.84	8382.41	8047.13	7667.38	7274.44	6951.35	6487.89
"NZL"	25640.23	29479.94	33862.99	37834.52	42277.11	47364.64	52058.70	56584.43	59153.09	61658.21	65847.69	69280.52	71090.25	71179.46	70736.49	69414.69	68336.43	67767.50	66771.09
"OMN"	31013.83	32452.42	41110.17	49775.69	59697.69	68123.96	72771.52	73431.72	72244.70	70675.75	72268.51	71637.46	68983.09	64501.11	61968.43	59554.34	56381.14	53045.78	48978.39
"PAK"	2835.70	3105.27	3589.73	4560.39	6046.68	8097.11	10296.30	12306.41	13781.24	14891.82	15510.74	15855.01	15844.03	15239.48	14568.53	13849.19	13064.84	12380.90	11541.82
"PAN"	11914.42	15166.51	18516.21	22451.29	27131.23	31868.99	35686.82	38390.70	39937.30	40912.53	41406.27	41424.22	40640.63	39095.59	38181.86	36847.47	35132.52	33089.26	30792.41
"PER"	8235.70	9875.50	11563.15	13630.37	16149.12	18700.92	20736.03	22176.44	23010.23	23568.68	23890.61	23969.00	23605.01	22814.30	22404.30	21743.25	20849.31	19747.73	18472.70
"PHL"	4237.82	5048.79	6241.31	7909.77	10226.62	13022.77	15678.11	17759.31	19127.78	19842.39	20092.66	19691.23	18931.64	18190.46	17275.26	16273.91	15263.19	14425.64	13331.78
"POL"	17539.84	20360.34	23941.03	27268.53	30847.30	34025.50	35657.11	36014.21	36405.78	37288.70	38914.93	41407.65	42374.04	42178.40	41704.58	41034.68	40928.57	41318.97	41663.63
"PRT"	21719.03	22906.64	24663.82	26292.34	28436.87	30986.82	33341.84	35143.80	36327.94	37776.87	39974.28	41788.18	42974.95	43298.28	43762.59	43886.43	44029.91	44298.16	44388.47
"PRY"	4650.18	5253.26	5862.04	6650.16	7643.59	8641.87	9403.65	9908.11	10157.12	10300.05	10352.98	10311.73	10091.65	9699.37	9476.08	9153.34	8739.30	8246.00	7688.69
"QAT"	116019.03	141291.01	169440.48	206105.62	247307.61	277844.36	298630.04	307039.47	309251.81	317073.63	333223.87	341284.88	341587.10	338741.26	342148.60	341698.60	339676.58	334461.56	321386.48
"ROU"	12624.95	13979.93	16600.34	19027.62	21832.92	24045.38	25013.74	24897.02	24377.28	23836.76	24402.13	24152.62	23155.06	21507.03	20527.78	19646.83	18632.49	17669.19	16492.70
"RUS"	17059.15	19990.71	23257.72	27140.64	31986.57	35331.79	35500.66	33906.92	31754.13	31256.98	32878.94	33382.14	31730.29	29195.73	27788.78	27148.37	27047.49	26727.15	25004.52
"RWA"	1207.09	1520.40	2042.57	2901.27	4287.53	6179.21	8341.39	10550.47	12520.90	14111.17	15260.73	15741.84	15492.58	14927.42	14203.86	13360.33	12399.17	11395.93	10319.69
"SAU"	25716.85	33856.88	39973.75	48064.21	57386.44	64270.70	68934.92	70768.54	71197.72	72889.24	76394.95	77894.79	77500.79	76364.28	76767.63	76615.31	76519.40	75988.91	73707.19
"SDN"	2787.87	3774.23	4962.10	6295.79	7744.89	9070.49	9965.15	10334.50	10471.79	10567.01	10528.95	10252.54	9812.87	9309.65	8913.86	8427.60	7927.44	7432.90	6897.78
"SEN"	1771.93	2148.11	2802.87	3890.24	5640.26	8001.56	10674.72	13395.15	15819.62	17778.73	19195.86	19783.77	19464.67	18759.24	17864.65	16826.14	15641.85	14404.92	13073.49
"SGP"	53947.96	63090.15	76324.66	92250.99	109829.66	125902.81	136477.40	140389.91	141573.95	142508.96	141828.67	138061.86	132212.08	125591.74	120434.86	114023.18	107413.19	100900.56	93833.57
